date,session,open,high,low,close,volume,range,price_return,timeframe
2020-05-07,London + NY Overlap,9383.93,9614.99,9331.0,9510.0,5026.85314929,283.9899999999998,126.06999999999971,30m
2020-05-07,New York,9509.99,9970.0,9360.0,9874.0,16694.07754004,610.0,364.0100000000002,30m
2020-05-07,Other,9876.35,10079.0,9750.0,10004.77,9291.083114590001,329.0,128.42000000000007,30m
2020-05-08,Asia,10000.37,10049.0,9766.0,9774.91,7708.9888207,283.0,-225.46000000000095,30m
2020-05-08,Asia + London Overlap,9774.91,9831.21,9730.0,9826.35,1620.60350948,101.20999999999913,51.44000000000051,30m
2020-05-08,London,9826.36,9973.21,9798.31,9842.86,3161.63916134,174.89999999999964,16.5,30m
2020-05-08,London + NY Overlap,9842.87,10014.99,9827.13,9971.88,2218.71866512,187.86000000000058,129.0099999999984,30m
2020-05-08,New York,9971.88,10026.0,9890.5,9968.01,6573.27606244,135.5,-3.8699999999989814,30m
2020-05-08,Other,9968.01,10020.08,9788.0,9810.0,5080.49066985,232.07999999999993,-158.01000000000022,30m
2020-05-09,Asia,9810.01,9920.73,9659.24,9700.42,5461.21764859,261.4899999999998,-109.59000000000015,30m
2020-05-09,Asia + London Overlap,9700.21,9741.25,9566.0,9599.0,948.13246738,175.25,-101.20999999999913,30m
2020-05-09,London,9599.0,9719.05,9525.0,9674.19,3464.9135312500002,194.04999999999927,75.19000000000051,30m
2020-05-09,London + NY Overlap,9674.19,9722.11,9625.72,9709.0,1283.73133221,96.39000000000124,34.80999999999949,30m
2020-05-09,New York,9707.04,9800.0,9633.95,9746.1,2928.8898237,166.04999999999927,39.05999999999949,30m
2020-05-09,Other,9746.1,9775.0,9521.0,9537.21,3844.29005207,254.0,-208.89000000000124,30m
2020-05-10,Asia,9537.21,9559.98,8106.7,8606.81,30892.44796482,1453.2799999999997,-930.3999999999996,30m
2020-05-10,Asia + London Overlap,8608.55,8838.0,8605.0,8821.6,1304.87939151,233.0,213.0500000000011,30m
2020-05-10,London,8821.59,8919.34,8669.25,8722.37,3542.31491117,250.09000000000015,-99.21999999999935,30m
2020-05-10,London + NY Overlap,8722.37,8817.69,8628.96,8665.37,1607.8959552400001,188.73000000000138,-57.0,30m
2020-05-10,New York,8665.37,8722.0,8253.74,8510.32,8029.105352140001,468.2600000000002,-155.0500000000011,30m
2020-05-10,Other,8510.31,8840.04,8510.31,8729.86,5674.61926311,329.7300000000014,219.5500000000011,30m
2020-05-11,Asia,8729.86,8815.0,8620.0,8687.61,4283.83416981,195.0,-42.25,30m
2020-05-11,Asia + London Overlap,8687.53,8709.58,8628.12,8669.25,493.06494121,81.45999999999913,-18.280000000000655,30m
2020-05-11,London,8669.25,9182.66,8482.26,8874.06,8992.24806354,700.3999999999996,204.8099999999995,30m
2020-05-11,London + NY Overlap,8871.95,8980.01,8754.12,8870.78,3433.38088553,225.88999999999942,-1.1700000000000728,30m
2020-05-11,New York,8870.9,8968.1,8185.0,8753.04,17808.77942804,783.1000000000004,-117.85999999999876,30m
2020-05-11,Other,8751.94,8815.02,8474.74,8572.4,4988.0698262000005,340.28000000000065,-179.54000000000087,30m
2020-05-12,Asia,8572.4,8786.97,8534.85,8702.71,5162.85265902,252.11999999999898,130.3099999999995,30m
2020-05-12,Asia + London Overlap,8701.97,8716.57,8617.05,8657.97,396.81814493,99.52000000000044,-44.0,30m
2020-05-12,London,8657.04,8827.99,8639.71,8776.23,2954.39980827,188.28000000000065,119.18999999999869,30m
2020-05-12,London + NY Overlap,8774.35,8925.0,8663.85,8889.49,3124.0830504299997,261.14999999999964,115.13999999999942,30m
2020-05-12,New York,8889.48,8982.9,8780.27,8799.56,5823.2034190800005,202.6299999999992,-89.92000000000007,30m
2020-05-12,Other,8797.42,8858.72,8736.16,8821.42,2757.87991013,122.55999999999949,24.0,30m
2020-05-13,Asia,8821.41,8979.0,8803.97,8919.49,3527.7765603,175.03000000000065,98.07999999999993,30m
2020-05-13,Asia + London Overlap,8919.48,8924.6,8863.74,8872.74,178.69032655,60.86000000000058,-46.73999999999978,30m
2020-05-13,London,8872.74,9108.99,8834.71,9095.2,2897.98326461,274.28000000000065,222.46000000000095,30m
2020-05-13,London + NY Overlap,9095.19,9145.0,9045.0,9092.94,2394.39504347,100.0,-2.25,30m
2020-05-13,New York,9092.93,9200.0,9060.58,9165.0,5606.718764210001,139.42000000000007,72.06999999999971,30m
2020-05-13,Other,9162.47,9420.18,9155.0,9321.26,7131.99314644,265.1800000000003,158.79000000000087,30m
2020-05-14,Asia,9320.85,9474.99,9257.15,9449.47,5303.7966589,217.84000000000015,128.61999999999898,30m
2020-05-14,Asia + London Overlap,9449.47,9547.27,9416.22,9512.94,862.4758138,131.0500000000011,63.470000000001164,30m
2020-05-14,London,9513.88,9943.93,9482.16,9591.07,9635.44727259,461.77000000000044,77.19000000000051,30m
2020-05-14,London + NY Overlap,9585.02,9767.69,9537.26,9709.45,2442.55320621,230.4300000000003,124.43000000000029,30m
2020-05-14,New York,9709.45,9788.82,9570.9,9660.33,4829.37368959,217.92000000000007,-49.1200000000008,30m
2020-05-14,Other,9660.32,9875.0,9600.0,9795.34,5678.71377459,275.0,135.02000000000044,30m
2020-05-15,Asia,9795.34,9849.0,9226.08,9544.93,9830.43349168,622.9200000000001,-250.40999999999985,30m
2020-05-15,Asia + London Overlap,9544.93,9720.67,9542.0,9675.88,771.32748747,178.67000000000007,130.9499999999989,30m
2020-05-15,London,9674.15,9706.58,9466.88,9515.9,2335.20449838,239.70000000000073,-158.25,30m
2020-05-15,London + NY Overlap,9515.89,9616.95,9485.25,9562.01,1024.93542323,131.70000000000073,46.1200000000008,30m
2020-05-15,New York,9562.0,9562.01,9322.97,9333.34,5705.013267730001,239.04000000000087,-228.65999999999985,30m
2020-05-15,Other,9331.0,9487.66,9120.0,9312.1,5514.06550473,367.65999999999985,-18.899999999999636,30m
2020-05-16,Asia,9312.1,9594.99,9215.01,9469.86,3965.5980603800003,379.97999999999956,157.76000000000022,30m
2020-05-16,Asia + London Overlap,9469.85,9500.0,9377.76,9383.73,346.85203378999995,122.23999999999978,-86.1200000000008,30m
2020-05-16,London,9382.86,9510.52,9325.0,9471.78,1282.5612509500002,185.52000000000044,88.92000000000007,30m
2020-05-16,London + NY Overlap,9471.78,9535.4,9391.97,9429.47,995.5607006500001,143.4300000000003,-42.31000000000131,30m
2020-05-16,New York,9429.79,9437.9,9261.23,9332.15,3008.88138581,176.67000000000007,-97.64000000000124,30m
2020-05-16,Other,9330.54,9440.0,9294.63,9383.16,1307.00686103,145.3700000000008,52.61999999999898,30m
2020-05-17,Asia,9380.01,9576.74,9325.81,9543.77,3129.58340639,250.9300000000003,163.76000000000022,30m
2020-05-17,Asia + London Overlap,9543.78,9560.0,9502.36,9538.87,216.55063439,57.63999999999942,-4.9099999999998545,30m
2020-05-17,London,9539.73,9779.62,9452.01,9775.16,2551.78203844,327.6100000000006,235.4300000000003,30m
2020-05-17,London + NY Overlap,9774.63,9823.25,9688.39,9821.99,1621.8020871600002,134.86000000000058,47.36000000000058,30m
2020-05-17,New York,9819.04,9896.0,9701.24,9770.68,3896.86908604,194.76000000000022,-48.36000000000058,30m
2020-05-17,Other,9770.43,9792.94,9600.0,9676.63,2124.07568834,192.9400000000005,-93.80000000000109,30m
2020-05-18,Asia,9677.45,9957.25,9675.13,9774.0,7182.647317,282.1200000000008,96.54999999999927,30m
2020-05-18,Asia + London Overlap,9774.0,9805.02,9736.89,9779.09,279.1595141199999,68.13000000000102,5.0900000000001455,30m
2020-05-18,London,9779.1,9793.12,9436.97,9664.22,4431.25180217,356.15000000000146,-114.88000000000102,30m
2020-05-18,London + NY Overlap,9661.16,9729.21,9627.35,9707.31,1384.71320145,101.85999999999876,46.149999999999636,30m
2020-05-18,New York,9707.0,9716.0,9544.08,9698.58,2907.87728451,171.92000000000007,-8.420000000000073,30m
2020-05-18,Other,9695.97,9749.74,9650.0,9728.52,1524.65046473,99.73999999999978,32.55000000000109,30m
2020-05-19,Asia,9728.52,9737.3,9463.22,9577.62,4570.46374818,274.0799999999999,-150.89999999999964,30m
2020-05-19,Asia + London Overlap,9577.63,9614.3,9540.67,9561.39,241.86162077999998,73.6299999999992,-16.23999999999978,30m
2020-05-19,London,9563.48,9898.0,9551.0,9613.71,5048.73468495,347.0,50.22999999999956,30m
2020-05-19,London + NY Overlap,9613.71,9732.82,9588.96,9699.01,1441.05533279,143.86000000000058,85.30000000000109,30m
2020-05-19,New York,9699.01,9731.43,9618.38,9641.38,2295.99123715,113.05000000000109,-57.63000000000102,30m
2020-05-19,Other,9641.38,9796.19,9618.3,9783.76,1707.55425889,177.89000000000124,142.38000000000102,30m
2020-05-20,Asia,9783.57,9836.99,9639.87,9715.92,3535.2502228900003,197.11999999999898,-67.64999999999964,30m
2020-05-20,Asia + London Overlap,9715.92,9778.0,9700.0,9760.55,510.88268767,78.0,44.6299999999992,30m
2020-05-20,London,9760.55,9805.15,9709.73,9763.28,1368.50214534,95.42000000000007,2.7300000000013824,30m
2020-05-20,London + NY Overlap,9763.27,9796.97,9744.12,9766.57,742.76595277,52.849999999998545,3.2999999999992724,30m
2020-05-20,New York,9766.57,9766.57,9294.54,9533.45,8712.53442886,472.02999999999884,-233.11999999999898,30m
2020-05-20,Other,9533.45,9597.0,9440.0,9509.41,2025.61381302,157.0,-24.040000000000873,30m
2020-05-21,Asia,9509.4,9568.0,9418.0,9478.89,2707.88543755,150.0,-30.51000000000022,30m
2020-05-21,Asia + London Overlap,9479.17,9486.18,9436.0,9443.26,310.61900509000003,50.18000000000029,-35.909999999999854,30m
2020-05-21,London,9443.28,9498.64,9215.01,9347.33,3870.1154296799996,283.6299999999992,-95.95000000000073,30m
2020-05-21,London + NY Overlap,9347.32,9377.85,8921.32,9071.05,7031.8397630399995,456.53000000000065,-276.27000000000044,30m
2020-05-21,New York,9071.05,9140.0,8800.0,9059.19,11086.7595912,340.0,-11.859999999998763,30m
2020-05-21,Other,9059.18,9156.3,9001.47,9061.96,3074.00968285,154.82999999999993,2.779999999998836,30m
2020-05-22,Asia,9059.32,9125.42,8923.5,9079.45,4589.09241999,201.92000000000007,20.13000000000102,30m
2020-05-22,Asia + London Overlap,9079.45,9112.29,9045.61,9071.33,544.16749628,66.68000000000029,-8.1200000000008,30m
2020-05-22,London,9071.34,9198.0,9035.37,9172.01,2187.23575529,162.6299999999992,100.67000000000007,30m
2020-05-22,London + NY Overlap,9172.01,9176.53,9075.29,9132.91,990.0957921400001,101.23999999999978,-39.100000000000364,30m
2020-05-22,New York,9134.7,9267.34,9131.53,9173.33,3965.03144886,135.8099999999995,38.6299999999992,30m
2020-05-22,Other,9173.33,9217.76,9129.4,9168.84,1456.29595842,88.36000000000058,-4.489999999999782,30m
2020-05-23,Asia,9168.84,9313.83,9168.83,9243.66,2643.2348514,145.0,74.81999999999971,30m
2020-05-23,Asia + London Overlap,9243.66,9270.0,9228.1,9259.22,130.71975889,41.899999999999636,15.55999999999949,30m
2020-05-23,London,9259.23,9259.23,9090.11,9134.79,1709.4060278299999,169.11999999999898,-124.43999999999869,30m
2020-05-23,London + NY Overlap,9134.78,9220.0,9112.53,9201.19,560.60318204,107.46999999999935,66.40999999999985,30m
2020-05-23,New York,9201.47,9216.04,9128.2,9186.71,1048.41213305,87.84000000000015,-14.760000000000218,30m
2020-05-23,Other,9186.7,9250.0,9156.0,9181.76,853.94205997,94.0,-4.940000000000509,30m
2020-05-24,Asia,9181.09,9306.23,9123.98,9280.43,1717.1113135,182.25,99.34000000000015,30m
2020-05-24,Asia + London Overlap,9286.61,9293.64,9249.88,9263.63,145.84603328,43.76000000000022,-22.980000000001382,30m
2020-05-24,London,9262.39,9301.2,9090.0,9159.88,1432.92153078,211.20000000000073,-102.51000000000022,30m
2020-05-24,London + NY Overlap,9159.88,9159.88,9001.07,9074.37,1277.42560528,158.8099999999995,-85.5099999999984,30m
2020-05-24,New York,9074.37,9092.36,8850.5,9015.7,4159.394343,241.86000000000058,-58.67000000000007,30m
2020-05-24,Other,9016.58,9084.97,8680.7,8715.73,4271.646852780001,404.2699999999986,-300.85000000000036,30m
2020-05-25,Asia,8715.69,8819.53,8632.93,8788.09,4732.62848686,186.60000000000036,72.39999999999964,30m
2020-05-25,Asia + London Overlap,8787.56,8870.26,8773.25,8863.45,365.15815444,97.01000000000022,75.89000000000124,30m
2020-05-25,London,8863.44,8879.99,8674.21,8760.81,2312.2022703400003,205.78000000000065,-102.63000000000102,30m
2020-05-25,London + NY Overlap,8762.48,8861.66,8718.26,8753.46,1202.32390778,143.39999999999964,-9.020000000000437,30m
2020-05-25,New York,8753.45,8977.0,8740.31,8934.04,2713.45323784,236.6900000000005,180.59000000000015,30m
2020-05-25,Other,8934.05,8949.0,8871.01,8899.31,1002.47597969,77.98999999999978,-34.73999999999978,30m
2020-05-26,Asia,8900.0,8940.47,8825.01,8889.05,2626.50950125,115.45999999999913,-10.950000000000728,30m
2020-05-26,Asia + London Overlap,8889.06,8964.79,8859.78,8957.19,449.03875636,105.01000000000022,68.13000000000102,30m
2020-05-26,London,8957.2,9016.99,8790.0,8816.22,2825.20207806,226.98999999999978,-140.98000000000138,30m
2020-05-26,London + NY Overlap,8816.21,8860.96,8787.92,8814.13,1175.09409261,73.03999999999905,-2.0799999999999272,30m
2020-05-26,New York,8814.13,8832.44,8694.23,8794.28,3176.23517106,138.21000000000095,-19.849999999998545,30m
2020-05-26,Other,8794.27,8881.86,8794.27,8844.42,1324.11323006,87.59000000000015,50.149999999999636,30m
2020-05-27,Asia,8844.41,8896.76,8811.46,8840.01,1600.4887068,85.30000000000109,-4.399999999999636,30m
2020-05-27,Asia + London Overlap,8840.01,8859.99,8831.63,8841.05,98.05975379,28.360000000000582,1.0399999999990541,30m
2020-05-27,London,8841.05,9191.7,8841.05,9148.72,3853.98748508,350.65000000000146,307.6700000000001,30m
2020-05-27,London + NY Overlap,9148.07,9187.09,9124.66,9155.11,1045.18686327,62.43000000000029,7.040000000000873,30m
2020-05-27,New York,9155.1,9230.0,9126.01,9154.99,2590.81599367,103.98999999999978,-0.11000000000058208,30m
2020-05-27,Other,9157.28,9211.61,9051.03,9208.53,1748.13955021,160.57999999999993,51.25,30m
2020-05-28,Asia,9208.53,9289.0,9118.09,9166.75,2879.4433578499998,170.90999999999985,-41.780000000000655,30m
2020-05-28,Asia + London Overlap,9166.75,9182.82,9123.37,9145.5,173.95494365,59.44999999999891,-21.25,30m
2020-05-28,London,9144.1,9442.52,9112.0,9431.57,2936.7204184800003,330.52000000000044,287.46999999999935,30m
2020-05-28,London + NY Overlap,9431.57,9510.21,9388.98,9469.93,2019.70840105,121.22999999999956,38.36000000000058,30m
2020-05-28,New York,9469.93,9538.97,9408.27,9453.99,3304.06945173,130.6999999999989,-15.94000000000051,30m
2020-05-28,Other,9455.46,9625.0,9412.62,9580.19,3197.1799197600003,212.3799999999992,124.73000000000138,30m
2020-05-29,Asia,9580.01,9609.02,9463.58,9510.9,2892.17535669,145.4400000000005,-69.11000000000058,30m
2020-05-29,Asia + London Overlap,9510.91,9534.99,9501.6,9519.57,379.98672529,33.38999999999942,8.659999999999854,30m
2020-05-29,London,9519.35,9591.88,9340.0,9394.35,2984.50362732,251.8799999999992,-125.0,30m
2020-05-29,London + NY Overlap,9394.82,9475.55,9380.0,9443.79,922.41567604,95.54999999999927,48.970000000001164,30m
2020-05-29,New York,9443.79,9445.0,9330.01,9398.61,2169.4402706,114.98999999999978,-45.18000000000029,30m
2020-05-29,Other,9398.62,9451.35,9369.31,9423.84,1104.358937,82.04000000000087,25.219999999999345,30m
2020-05-30,Asia,9423.85,9598.0,9326.43,9547.23,2884.5167071299998,271.5699999999997,123.3799999999992,30m
2020-05-30,Asia + London Overlap,9546.95,9562.26,9519.84,9526.05,230.87446017999997,42.42000000000007,-20.900000000001455,30m
2020-05-30,London,9525.59,9581.13,9466.96,9545.79,1077.6418746,114.17000000000007,20.200000000000728,30m
2020-05-30,London + NY Overlap,9543.65,9578.02,9521.53,9546.96,571.65897146,56.48999999999978,3.3099999999994907,30m
2020-05-30,New York,9546.95,9550.0,9496.0,9539.09,1148.61074427,54.0,-7.860000000000582,30m
2020-05-30,Other,9539.08,9764.0,9400.0,9700.33,4596.39538978,364.0,161.25,30m
2020-05-31,Asia,9700.32,9705.6,9520.23,9546.03,2908.24744697,185.3700000000008,-154.28999999999905,30m
2020-05-31,Asia + London Overlap,9548.34,9588.13,9522.89,9561.19,126.52219206000001,65.23999999999978,12.850000000000364,30m
2020-05-31,London,9561.19,9635.0,9499.01,9578.85,965.29068261,135.98999999999978,17.659999999999854,30m
2020-05-31,London + NY Overlap,9578.85,9594.76,9455.22,9469.58,685.77072691,139.54000000000087,-109.27000000000044,30m
2020-05-31,New York,9468.31,9536.62,9435.0,9514.78,1318.36039761,101.6200000000008,46.470000000001164,30m
2020-05-31,Other,9513.02,9520.0,9369.58,9446.57,1940.52524685,150.42000000000007,-66.45000000000073,30m
2020-06-01,Asia,9445.83,9615.0,9417.42,9532.03,2272.1137637,197.57999999999993,86.20000000000073,30m
2020-06-01,Asia + London Overlap,9532.49,9577.7,9530.92,9567.35,157.83772724,46.780000000000655,34.86000000000058,30m
2020-06-01,London,9567.35,9590.45,9490.0,9560.01,1003.9024577600001,100.45000000000073,-7.3400000000001455,30m
2020-06-01,London + NY Overlap,9560.0,9578.55,9538.51,9562.03,806.11746839,40.039999999999054,2.030000000000655,30m
2020-06-01,New York,9562.02,9613.0,9491.37,9573.84,2223.04530569,121.6299999999992,11.819999999999709,30m
2020-06-01,Other,9575.71,10428.0,9560.82,10208.96,15237.79412375,867.1800000000003,633.25,30m
2020-06-02,Asia,10208.96,10237.6,10037.6,10093.19,10674.9741166,200.0,-115.76999999999862,30m
2020-06-02,Asia + London Overlap,10093.2,10122.59,10086.23,10118.85,257.18305997,36.36000000000058,25.649999999999636,30m
2020-06-02,London,10118.84,10148.0,10087.6,10118.87,2149.26898247,60.399999999999636,0.030000000000654836,30m
2020-06-02,London + NY Overlap,10118.86,10185.61,9300.0,9583.37,8722.31300424,885.6100000000006,-535.4899999999998,30m
2020-06-02,New York,9583.36,9602.0,9270.0,9509.64,9120.06221641,332.0,-73.72000000000116,30m
2020-06-02,Other,9509.64,9553.93,9425.0,9522.46,2296.78130676,128.9300000000003,12.819999999999709,30m
2020-06-03,Asia,9521.53,9538.99,9385.22,9515.05,3217.94401978,153.77000000000044,-6.480000000001382,30m
2020-06-03,Asia + London Overlap,9515.05,9535.0,9487.16,9505.77,374.47749354,47.840000000000146,-9.279999999998836,30m
2020-06-03,London,9507.08,9649.99,9488.01,9602.75,1529.09434192,161.97999999999956,95.67000000000007,30m
2020-06-03,London + NY Overlap,9602.74,9619.57,9500.0,9583.58,943.48071824,119.56999999999971,-19.159999999999854,30m
2020-06-03,New York,9583.59,9622.12,9518.0,9579.29,3589.42382599,104.1200000000008,-4.299999999999272,30m
2020-06-03,Other,9579.27,9695.0,9556.43,9668.07,1792.3015374899999,138.5699999999997,88.79999999999927,30m
2020-06-04,Asia,9668.06,9689.84,9601.01,9645.18,1704.69323769,88.82999999999993,-22.8799999999992,30m
2020-06-04,Asia + London Overlap,9645.42,9666.97,9643.83,9645.66,153.20126887,23.139999999999418,0.23999999999978172,30m
2020-06-04,London,9645.65,9690.77,9450.0,9643.57,2747.13143656,240.77000000000044,-2.0799999999999272,30m
2020-06-04,London + NY Overlap,9643.57,9788.99,9641.52,9750.02,1891.8607116,147.46999999999935,106.45000000000073,30m
2020-06-04,New York,9750.01,9888.0,9713.0,9816.99,4084.39194705,175.0,66.97999999999956,30m
2020-06-04,Other,9817.0,9861.0,9733.19,9788.03,1959.14592049,127.80999999999949,-28.969999999999345,30m
2020-06-05,Asia,9791.96,9848.97,9734.22,9800.01,1802.2003057,114.75,8.050000000001091,30m
2020-06-05,Asia + London Overlap,9800.0,9800.01,9751.62,9774.44,429.14726364,48.38999999999942,-25.55999999999949,30m
2020-06-05,London,9774.44,9855.0,9585.44,9665.1,3258.0187963800004,269.5599999999995,-109.34000000000015,30m
2020-06-05,London + NY Overlap,9665.09,9720.0,9642.09,9684.91,1955.2615824299999,77.90999999999985,19.81999999999971,30m
2020-06-05,New York,9683.38,9759.86,9648.01,9727.66,2935.7693363500002,111.85000000000036,44.280000000000655,30m
2020-06-05,Other,9727.66,9740.11,9611.57,9613.21,2115.50057408,128.54000000000087,-114.45000000000073,30m
2020-06-06,Asia,9613.42,9628.02,9526.03,9600.64,2967.71884807,101.98999999999978,-12.780000000000655,30m
2020-06-06,Asia + London Overlap,9600.67,9628.45,9593.08,9607.24,117.66677177,35.3700000000008,6.569999999999709,30m
2020-06-06,London,9607.23,9735.13,9573.84,9646.55,1203.57383487,161.28999999999905,39.31999999999971,30m
2020-06-06,London + NY Overlap,9646.56,9671.92,9641.62,9651.12,288.72973169,30.299999999999272,4.56000000000131,30m
2020-06-06,New York,9651.11,9670.0,9583.72,9661.19,962.3084059,86.28000000000065,10.079999999999927,30m
2020-06-06,Other,9661.19,9727.81,9635.0,9671.7,961.3197244099999,92.80999999999949,10.510000000000218,30m
