,range,range,ATR_14,ATR_14,price_return,price_return,abs_return,abs_return,efficiency
,mean,max,mean,max,mean,std,mean,std,mean
session,,,,,,,,,
Asia,1989.7708269018742,13591.699999999997,1982.8397830366987,6194.376428571429,47.08542998897467,1469.5448328239406,932.5182414553475,1136.5343655069155,1.0150610620641292
