open,high,low,close,volume,hour,minute,weekday,month,range,price_return,abs_return,ATR_14,efficiency,range_change,efficiency_change,volatility_spike,rolling_volatility_std,session,session_step,time_since_session_open,price_vs_session_open,prev_session,is_session_transition,prev_session_return,prev_session_efficiency,body_ratio,wick_top,wick_bottom,prev_high,prev_low,fakeout_flag,engulfing_flag,strong_close,prev_return,return_direction_match,rolling_return_sum_3,rolling_max_high,rolling_min_low,relative_to_local_extreme,distance_to_prev_high,distance_to_prev_low,touch_prev_session_high,touch_prev_session_low,is_range_boundary_test,equal_highs_lows_flag,return,trend_strength,volatility_normalized_return,body_wick_alignment_score,session_bias_score,dist_to_support,dist_to_resistance,in_support_zone,in_resistance_zone,range_bot,range_top,fake_break_high,fake_break_low,bait_trap_pattern,time_to_support
517.2,517.41,514.38,515.22,4633.43105642,1,30,5,11,3.0299999999999727,-1.9800000000000184,1.9800000000000184,3.9085714285714346,0.7752192982456059,0.793193717277493,0.8197204808487255,False,2.006816162759126,Asia,2887,86610,318.58000000000004,Asia,False,1646.65,0.9251772000090536,0.6534653465346654,0.2099999999999227,0.8400000000000318,518.05,514.23,False,False,False,0.5299999999999727,False,-1.879999999999996,518.82,508.88,-3.6000000000000227,-0.6399999999999864,0.1499999999999772,False,False,True,True,-1.9800000000000184,1.5349342105263135,-0.5065789473684249,False,-0.6266666666666653,0.017963479338139687,0.0011545109775287893,False,False,505.303,516.8133333333334,True,True,True,4.0
518.41,518.43,507.09,508.64,12575.72127824,2,30,5,11,11.339999999999977,-9.769999999999982,9.769999999999982,4.573571428571427,2.4794627518350727,2.8928571428571668,2.500697217822025,True,2.9567128895297303,Asia,2889,86670,312.0,Asia,False,1646.65,0.9251772000090536,0.8615520282186951,0.0199999999999818,1.5500000000000114,518.92,515.0,False,False,True,3.089999999999918,False,-8.660000000000082,518.92,507.09,-10.279999999999973,-0.4900000000000091,-7.910000000000025,False,True,True,False,-9.769999999999982,24.224351085428616,-2.136186162736214,False,-2.886666666666694,0.0035364919662063707,0.0031281442687235116,False,False,505.303,516.8133333333334,True,True,True,2.0
542.78,554.28,542.19,553.07,18613.28718113,23,30,5,11,12.089999999999918,10.290000000000076,10.290000000000076,6.162142857142856,1.961979830763868,3.685975609756104,3.8483345678768113,False,2.7991754738374746,Other,1658,49740,357.27000000000004,Other,False,1647.18,0.9264105004892984,0.8511166253101858,1.2099999999999227,0.5899999999999181,543.28,540.0,False,True,True,-0.0699999999999363,False,14.290000000000076,554.28,535.92,7.730000000000018,11.0,2.1900000000000546,True,False,True,False,10.290000000000076,20.188772458560354,1.6698736524863929,False,4.763333333333359,0.0009581544471264243,0.00013111819764208258,True,True,542.71,554.2073333333333,True,True,True,3.0
558.73,561.79,544.64,550.85,18688.39110536,0,30,6,11,17.149999999999977,-7.8799999999999955,7.8799999999999955,7.01500000000001,2.444761225944398,1.5110132158590257,1.3716202850405466,True,4.67009029177522,Asia,2899,86970,354.21000000000004,Asia,False,1646.65,0.9251772000090536,0.4594752186588924,3.059999999999945,6.210000000000036,562.61,551.26,False,False,False,5.740000000000009,False,8.150000000000091,562.61,538.0,-11.759999999999993,-0.82000000000005,-6.6200000000000045,False,True,True,False,-7.8799999999999955,19.264718460441845,-1.1233071988595842,False,-0.9666666666666592,0.0035562270826038768,0.012002849027901209,False,False,542.71,554.2073333333333,True,True,True,1.0
550.85,554.81,543.46,550.7,14573.6532531,1,0,6,11,11.349999999999907,-0.1499999999999772,0.1499999999999772,7.337857142857144,1.546773094519602,0.6618075801749227,0.632688819711664,False,4.660028731432625,Asia,2900,87000,354.06000000000006,Asia,False,1646.65,0.9251772000090536,0.0132158590308351,3.959999999999922,7.240000000000009,561.79,544.64,False,False,False,-7.8799999999999955,True,-2.289999999999964,562.61,540.0,-11.909999999999968,-6.980000000000018,-1.17999999999995,False,True,True,False,-0.1499999999999772,0.2320159641779051,-0.0204419351698596,False,-0.7633333333333212,0.0013819535295093142,0.001087438996957813,False,False,542.71,554.2073333333333,True,True,True,0.0
596.89,598.4,590.0,593.06,7295.32650429,11,0,0,11,8.399999999999977,-3.830000000000041,3.830000000000041,6.83785714285716,1.2284550297712251,1.4736842105263,1.5675886676892632,False,1.748983514311493,London,2086,62580,387.3299999999999,London,False,1635.95,1.0909018480662835,0.455952380952387,1.509999999999991,3.059999999999945,597.5,591.8,True,False,False,5.069999999999936,False,0.7999999999998408,598.4,581.24,-4.440000000000055,0.8999999999999773,-1.7999999999999543,True,True,True,True,-3.830000000000041,4.704982764023843,-0.5601169957171256,False,0.2666666666666136,0.008941265697766949,0.006964167862384608,False,False,584.771403508772,594.2614634146341,True,True,True,3.0
593.05,595.37,590.82,591.61,4325.1226661,11,30,0,11,4.5499999999999545,-1.4399999999999409,1.4399999999999409,6.654285714285728,0.6837698583082785,0.5416666666666627,0.556609596393298,False,1.560142799732016,London,2087,62610,385.88,London,False,1635.95,1.0909018480662835,0.3164835164835066,2.32000000000005,0.7899999999999636,598.4,590.0,False,False,True,-3.830000000000041,True,-0.2000000000000454,598.4,584.95,-6.789999999999964,-3.0299999999999727,0.82000000000005,False,False,True,True,-1.4399999999999409,0.9846285959638806,-0.2164018892228331,False,-0.0666666666666818,0.010343523050092744,0.0018654021059959077,False,False,584.771403508772,594.2614634146341,True,True,True,2.0
594.85,598.99,577.37,585.7,29496.39374147,13,0,0,11,21.620000000000005,-9.149999999999975,9.149999999999975,7.57857142857143,2.8527803958529687,4.430327868852464,3.824446083960389,True,5.12631728328329,London + NY Overlap,832,24960,375.05000000000007,London,True,1635.95,1.0909018480662835,0.4232192414431071,4.139999999999986,8.330000000000041,596.08,591.2,True,False,False,3.5,False,-6.240000000000009,598.99,577.37,-12.699999999999932,2.909999999999968,-13.83000000000004,True,True,True,False,-9.149999999999975,26.1029406220546,-1.2073515551366605,False,-4.149999999999976,0.012656917667932699,0.007956996838051117,False,False,584.771403508772,594.2614634146341,True,True,True,0.0
600.27,602.07,591.61,592.53,13753.78349598,15,0,0,11,10.460000000000036,-7.740000000000009,7.740000000000009,9.093571428571432,1.150263137224102,0.917543859649128,0.8859764878380905,False,5.425662888327836,New York,2080,62400,396.16,London + NY Overlap,True,1639.01,1.2947617514833134,0.7399617590822163,1.8000000000000682,0.9199999999999592,607.0,595.6,False,False,True,0.8300000000000409,False,-7.819999999999936,607.0,577.37,-14.470000000000027,-4.92999999999995,-3.990000000000009,False,True,True,False,-7.740000000000009,8.90303668211456,-0.8511507344277753,False,0.9766666666666868,0.011694478304162573,0.013139900643225224,False,False,584.771403508772,594.2614634146341,True,True,True,2.0
592.45,596.48,587.02,590.66,16024.10083629,15,30,0,11,9.460000000000036,-1.7900000000000773,1.7900000000000773,9.434285714285725,1.0027256208358597,0.9043977055449334,0.8717358562456495,False,5.201102874497997,New York,2081,62430,394.29,New York,False,1643.9899999999998,1.0198855106077152,0.1892177589852083,4.029999999999973,3.6399999999999855,602.07,591.61,False,False,False,-7.740000000000009,True,-8.700000000000045,607.0,584.77,-16.340000000000032,-5.590000000000032,-4.590000000000032,False,True,True,True,-1.7900000000000773,1.7948788612962665,-0.189733494851613,False,-0.4466666666666785,0.003845257271022264,0.0037332667890294315,False,False,584.771403508772,594.2614634146341,True,True,True,1.0
590.54,596.0,588.94,592.7,9101.41056107,16,0,0,11,7.059999999999945,2.160000000000082,2.160000000000082,9.522142857142862,0.74142975020628,0.7463002114164818,0.7394143869468831,False,5.281409744461145,New York,2082,62460,396.33,New York,False,1643.9899999999998,1.0198855106077152,0.3059490084985975,3.2999999999999545,1.599999999999909,596.48,587.02,False,True,False,-1.7900000000000773,False,-7.370000000000003,607.0,587.02,-14.299999999999956,-0.4800000000000182,1.9200000000000728,False,False,True,True,2.160000000000082,1.6014882604456255,0.2268396969469742,False,-2.456666666666669,0.007128591559394782,0.00292554152069059,False,False,584.771403508772,594.2614634146341,True,True,True,0.0
595.55,595.58,580.86,584.91,13772.66667717,3,30,2,11,14.720000000000027,-10.639999999999986,10.639999999999986,6.234285714285712,2.3611365719523425,2.374193548387084,2.0877561278495502,True,3.410757654506972,Asia,2947,88410,388.27,Asia,False,1646.65,0.9251772000090536,0.7228260869565195,0.0300000000000864,4.0499999999999545,595.75,589.55,False,False,False,0.7300000000000182,False,-12.66999999999996,605.93,580.86,-21.050000000000068,-0.169999999999959,-8.68999999999994,False,True,True,False,-10.639999999999986,25.12249312557289,-1.7066911090742425,False,-4.223333333333319,0.006688773570839113,0.002218781910894199,False,False,584.771403508772,594.2614634146341,True,True,True,0.0
597.01,603.96,591.0,593.97,9154.82718527,13,30,2,11,12.960000000000036,-3.039999999999964,3.039999999999964,5.236428571428552,2.4749693084163304,2.301953818827717,1.9986272073166576,True,3.3382698446284604,London + NY Overlap,841,25230,383.3200000000001,London + NY Overlap,False,1639.01,1.2947617514833134,0.2345679012345644,6.9500000000000455,2.970000000000028,600.42,594.79,True,False,False,-2.990000000000009,True,-5.709999999999923,603.96,591.0,-9.319999999999936,3.5400000000000773,-3.789999999999964,True,True,True,True,-3.039999999999964,7.523906697585555,-0.5805483562951801,False,-3.296666666666662,0.010651335639627571,0.01632031888730927,False,False,584.771403508772,594.2614634146341,True,True,True,7.0
593.82,597.18,591.18,592.37,4776.44343405,14,0,2,11,6.0,-1.4500000000000457,1.4500000000000457,5.176428571428557,1.159100317372709,0.4629629629629617,0.4683291681359829,False,3.242004866676748,London + NY Overlap,842,25260,381.72,London + NY Overlap,False,1639.01,1.2947617514833134,0.2416666666666742,3.3599999999999,1.1900000000000546,603.96,591.0,False,False,True,-3.039999999999964,True,-7.480000000000018,603.96,591.0,-11.590000000000032,-6.780000000000086,0.1799999999999499,False,False,True,True,-1.4500000000000457,1.6806954601904809,-0.2801159100317468,False,-2.49333333333334,0.010959148229162398,0.004911199472023417,False,False,584.771403508772,594.2614634146341,True,True,True,6.0
597.38,598.18,592.76,594.07,4364.397428640001,15,30,2,11,5.419999999999959,-3.309999999999945,3.309999999999945,5.154285714285696,1.051552106430151,1.4414893617021205,1.4474822498466704,False,2.884890908779005,New York,2101,63030,397.7000000000001,New York,False,1643.9899999999998,1.0198855106077152,0.6107011070110646,0.7999999999999545,1.3100000000000591,598.52,594.76,False,False,False,0.5,False,1.5300000000000864,603.96,591.0,-9.889999999999986,-0.3400000000000318,-2.0,False,True,True,True,-3.309999999999945,3.480637472283742,-0.6421840354767101,False,-1.9433333333333105,0.013661058737302249,0.006593960447729273,False,False,584.771403508772,594.2614634146341,True,True,True,3.0
594.24,597.55,590.96,592.31,5421.39689227,16,0,2,11,6.589999999999918,-1.930000000000064,1.930000000000064,5.417142857142835,1.2165084388185552,1.2158671586715808,1.1568693851495426,False,2.740794896862374,New York,2102,63060,395.94,New York,False,1643.9899999999998,1.0198855106077152,0.2928679817906051,3.309999999999945,1.349999999999909,598.18,592.76,False,False,False,-3.309999999999945,True,-4.740000000000009,598.52,590.96,-11.650000000000093,-0.6299999999999955,-1.7999999999999543,False,True,True,True,-1.930000000000064,2.347861286919889,-0.3562763713080301,False,-1.5800000000000043,0.010582932841953208,0.005533821033034591,False,False,584.771403508772,594.2614634146341,True,True,True,2.0
