time,open,high,low,close,ATR
2025-04-26T00:30:00Z,94765,94986,94632,94947,361.5060149408155
2025-04-26T01:00:00Z,94947,95135,94822,95075,358.0412995879001
2025-04-26T01:30:00Z,95076,95249,95054,95087,346.3954924744786
2025-04-26T02:00:00Z,95086,95086,94771,94948,344.2243858691587
2025-04-26T02:30:00Z,94947,95182,94910,95046,339.0655011642188
2025-04-26T03:00:00Z,95046,95115,94817,94827,336.13225108106036
2025-04-26T03:30:00Z,94828,94835,94771,94784,316.69423314669893
2025-04-26T04:00:00Z,94783,94883,94669,94687,309.3589307790776
2025-04-26T04:30:00Z,94681,94748,94578,94578,299.40472143771484
2025-04-26T05:00:00Z,94578,94692,94453,94604,295.0900984778781
2025-04-26T05:30:00Z,94605,94742,94599,94664,284.2265200151725
2025-04-26T06:00:00Z,94663,94748,94641,94650,271.5674828712316
2025-04-26T06:30:00Z,94650,94771,94648,94681,260.9555198090008
2025-04-26T07:00:00Z,94681,94778,94672,94743,249.88726839407218
2025-04-26T07:30:00Z,94741,94855,94615,94615,249.18103493735273
2025-04-26T08:00:00Z,94615,94753,94466,94716,251.8823895846847
2025-04-26T08:30:00Z,94688,94717,94328,94354,261.67650461435005
2025-04-26T09:00:00Z,94358,94458,94283,94289,255.48532571332504
2025-04-26T09:30:00Z,94296,94318,94181,94302,247.02208816237325
2025-04-26T10:00:00Z,94301,94404,94188,94317,244.80622472220372
2025-04-26T10:30:00Z,94315,94429,94261,94261,239.32006581347488
2025-04-26T11:00:00Z,94260,94295,94171,94185,231.08291825536955
2025-04-26T11:30:00Z,94184,94279,94051,94175,230.86270980855744
2025-04-26T12:00:00Z,94175,94351,94150,94349,228.7296591079462
2025-04-26T12:30:00Z,94351,94351,94170,94299,225.32039774309288
2025-04-26T13:00:00Z,94296,94335,94125,94125,224.22608361858624
2025-04-26T13:30:00Z,94125,94191,93934,94159,226.56707764583007
2025-04-26T14:00:00Z,94169,94227,93968,94147,228.8837149568422
2025-04-26T14:30:00Z,94143,94294,94102,94278,226.24916388849633
2025-04-26T15:00:00Z,94277,94410,94238,94410,222.37422361074658
2025-04-26T15:30:00Z,94419,94419,94290,94409,215.704636209979
2025-04-26T16:00:00Z,94404,94404,94274,94372,209.94001933783764
2025-04-26T16:30:00Z,94362,94374,94091,94330,215.15858938513495
2025-04-26T17:00:00Z,94330,94396,94259,94353,209.57583300048245
2025-04-26T17:30:00Z,94354,94396,94330,94339,199.32041635759083
2025-04-26T18:00:00Z,94339,94408,94269,94374,195.0118151891915
2025-04-26T18:30:00Z,94372,94391,94181,94190,196.08239981853495
2025-04-26T19:00:00Z,94190,94254,94147,94251,189.71937126006816
2025-04-26T19:30:00Z,94250,94371,94233,94352,186.02513045577757
2025-04-26T20:00:00Z,94344,94408,94250,94277,184.02333542322205
2025-04-26T20:30:00Z,94275,94300,94147,94147,181.8073828929919
2025-04-26T21:00:00Z,94137,94346,94137,94267,183.74971268634962
2025-04-26T21:30:00Z,94265,94392,94265,94388,179.69616178018177
2025-04-26T22:00:00Z,94388,94737,94388,94690,191.78929308159735
2025-04-26T22:30:00Z,94688,94828,94656,94828,190.37577214719752
2025-04-26T23:00:00Z,94828,94918,94714,94790,191.34893127954055
2025-04-26T23:30:00Z,94790,94790,94613,94662,190.32400761671622
2025-04-27T00:00:00Z,94662,94999,94614,94984,204.22943564409363
2025-04-27T00:30:00Z,94991,94993,94852,94913,199.71304738380124
2025-04-27T01:00:00Z,94913,95353,94674,94767,233.94782971352973
2025-04-27T01:30:00Z,94767,94802,94130,94150,265.2372704482776
2025-04-27T02:00:00Z,94163,94498,94128,94389,272.72032255911495
2025-04-27T02:30:00Z,94368,94474,94238,94382,270.097442376321
2025-04-27T03:00:00Z,94382,94491,94204,94238,271.3047679208695
2025-04-27T03:30:00Z,94239,94327,94193,94194,261.49728449795026
2025-04-27T04:00:00Z,94193,94330,94171,94238,254.17604989095383
2025-04-27T04:30:00Z,94238,94238,94047,94048,249.66347489874283
2025-04-27T05:00:00Z,94047,94191,93715,93822,265.8303695488326
2025-04-27T05:30:00Z,93818,94035,93685,93936,271.8424860096303
2025-04-27T06:00:00Z,93936,94114,93935,94037,265.2108798660853
2025-04-27T06:30:00Z,94035,94058,93911,94042,256.76724558993635
2025-04-27T07:00:00Z,94044,94136,93954,94136,251.42672804779804
2025-04-27T07:30:00Z,94136,94159,94046,94090,241.53910461581245
2025-04-27T08:00:00Z,94090,94260,94052,94232,239.14345428611156
2025-04-27T08:30:00Z,94236,94351,94182,94263,234.1332075513893
2025-04-27T09:00:00Z,94246,94246,94144,94150,225.90940701200432
2025-04-27T09:30:00Z,94151,94262,94150,94194,217.77302079686115
2025-04-27T10:00:00Z,94193,94217,94068,94069,212.86066216851393
2025-04-27T10:30:00Z,94069,94081,93990,94061,204.1563291564772
2025-04-27T11:00:00Z,94066,94117,93944,93967,201.93087707387167
2025-04-27T11:30:00Z,93967,94067,93957,93965,195.3643858543094
2025-04-27T12:00:00Z,93944,93946,93821,93821,191.69550115043015
2025-04-27T12:30:00Z,93821,94011,93731,93779,198.00296535397086
2025-04-27T13:00:00Z,93765,93933,93685,93857,201.5741821144015
2025-04-27T13:30:00Z,93858,94112,93848,94085,206.03316910622996
2025-04-27T14:00:00Z,94098,94204,93960,94082,208.7450855986421
2025-04-27T14:30:00Z,94082,94164,93995,94013,205.9061509130248
2025-04-27T15:00:00Z,94012,94043,93844,93844,205.41285441923728
2025-04-27T15:30:00Z,93843,93975,93843,93938,200.16907910357745
2025-04-27T16:00:00Z,93937,93964,93821,93879,196.08557345332193
2025-04-27T16:30:00Z,93862,93966,93764,93925,196.50803249237038
2025-04-27T17:00:00Z,93911,94181,93851,94084,206.0431730286296
2025-04-27T17:30:00Z,94088,94137,94013,94087,200.1829463837275
2025-04-27T18:00:00Z,94080,94247,94039,94205,200.7413073563184
2025-04-27T18:30:00Z,94203,94430,94203,94314,202.6169282594385
2025-04-27T19:00:00Z,94318,94389,94239,94376,198.85857624090718
2025-04-27T19:30:00Z,94376,94475,94353,94475,193.36867793798524
2025-04-27T20:00:00Z,94470,94480,94298,94336,192.55662951384343
2025-04-27T20:30:00Z,94339,94424,94305,94305,187.3025845485689
2025-04-27T21:00:00Z,94305,94400,94216,94400,187.06668565224254
2025-04-27T21:30:00Z,94396,94566,94374,94374,187.41906524851092
2025-04-27T22:00:00Z,94374,94374,93844,93854,211.8891320164744
2025-04-27T22:30:00Z,93843,94035,93698,93973,220.82562258672624
2025-04-27T23:00:00Z,93970,93970,93708,93860,223.98093525910295
2025-04-27T23:30:00Z,93877,93911,93753,93769,219.26801131202416
2025-04-28T00:00:00Z,93780,93827,93328,93596,239.24886764687957
2025-04-28T00:30:00Z,93606,93809,93420,93420,249.94537710067388
2025-04-28T01:00:00Z,93433,93638,93047,93090,274.30642159348287
2025-04-28T01:30:00Z,93089,93112,92846,92964,273.71310576537695
2025-04-28T02:00:00Z,92973,93462,92956,93401,290.30502678213577
2025-04-28T02:30:00Z,93428,93652,93428,93652,287.4975248691261
2025-04-28T03:00:00Z,93651,93838,93507,93762,290.60484452133136
2025-04-28T03:30:00Z,93770,94032,93742,93875,290.5616413412362
2025-04-28T04:00:00Z,93875,94181,93875,94181,291.6643812454336
2025-04-28T04:30:00Z,94181,94193,94032,94049,282.33121115647407
2025-04-28T05:00:00Z,94050,94349,93995,94138,287.4504103595831
2025-04-28T05:30:00Z,94144,94303,94076,94258,283.13252390532716
2025-04-28T06:00:00Z,94300,94476,94298,94367,278.48020076923234
2025-04-28T06:30:00Z,94386,94680,94380,94625,280.9459007142872
2025-04-28T07:00:00Z,94644,94703,94527,94703,273.44976494898094
2025-04-28T07:30:00Z,94702,94829,94654,94734,266.4176388811966
2025-04-28T08:00:00Z,94741,94862,94671,94862,261.03066467539685
2025-04-28T08:30:00Z,94862,94862,94646,94752,257.81418862715424
2025-04-28T09:00:00Z,94757,94915,94725,94768,252.97031801092893
2025-04-28T09:30:00Z,94768,94891,94748,94776,245.11529529586258
2025-04-28T10:00:00Z,94783,94849,94408,94646,259.1070599175867
2025-04-28T10:30:00Z,94656,95245,94656,95100,283.3851270663305
2025-04-28T11:00:00Z,95100,95524,95051,95523,296.9290465615926
2025-04-28T11:30:00Z,95523,95559,95271,95294,296.2912575214788
2025-04-28T12:00:00Z,95369,95409,95124,95351,295.4847391270875
2025-04-28T12:30:00Z,95351,95633,95270,95383,300.30725776086695
2025-04-28T13:00:00Z,95403,95558,95124,95124,309.8567393493764
2025-04-28T13:30:00Z,95114,95235,93973,94012,377.8669722529924
2025-04-28T14:00:00Z,94011,94928,93900,94709,424.30504566349293
2025-04-28T14:30:00Z,94721,94797,94419,94488,420.9975424018149
2025-04-28T15:00:00Z,94487,94579,93652,93812,457.14057508739955
2025-04-28T15:30:00Z,93806,93919,93631,93895,445.0591054382996
2025-04-28T16:00:00Z,93874,93874,93483,93762,442.6977407641353
2025-04-28T16:30:00Z,93761,94023,93729,94012,432.0764735666971
